Tm,G,MP,PER,USG%,Season
CHA,48,936,16.1,18.7,2007
DEN,64,1715,17.8,19.2,2007
ORL,65,2009,16.3,21.8,2007
CHI,80,2839,17.0,21.6,2007
Tm,G,MP,PER,USG%,2007
MIA,12,136,7.4,24.8,2007
TOT,9,65,14.0,11.4,2007
DEN,4,37,16.0,8.0,2007
MIL,5,28,11.4,15.9,2007
CHA,27,185,8.5,17.1,2007
SAS,68,1124,11.9,13.6,2007
NJN,56,946,15.0,22.8,2007
ORL,82,3023,21.1,22.7,2007
DAL,70,2455,20.0,25.2,2007
HOU,80,2123,12.8,18.9,2007
MIN,34,554,10.8,20.9,2007
CLE,70,2596,12.1,21.7,2007
TOR,60,670,13.5,17.4,2007
DET,52,745,12.7,18.7,2007
PHI,70,1605,12.3,13.2,2007
PHI,76,3062,18.1,22.6,2007
CLE,78,2130,18.0,21.7,2007
NJN,5,6,-48.6,46.6,2007
DAL,21,79,7.2,14.5,2007
MIL,66,973,12.1,21.0,2007
TOT,65,2761,19.6,29.3,2007
PHI,15,640,23.5,36.7,2007
DEN,50,2121,18.4,27.1,2007
ATL,53,539,9.6,16.2,2007
Tm,G,MP,PER,USG%,2007
POR,79,2651,14.5,18.0,2007
NOK,56,1330,15.1,23.0,2007
TOT,13,138,10.3,18.1,2007
LAC,3,16,-6.0,26.0,2007
TOR,10,122,12.5,17.1,2007
NOK,56,1025,11.9,22.2,2007
TOT,75,2479,14.4,22.1,2007
IND,37,1186,13.1,21.7,2007
GSW,38,1293,15.7,22.5,2007
NYK,41,273,5.1,18.3,2007
CLE,78,3190,24.5,31.0,2007
MIN,82,2069,13.3,20.5,2007
WAS,70,2662,18.4,22.8,2007
MIN,70,1555,9.6,13.5,2007
TOT,63,973,12.4,20.6,2007
IND,37,664,12.9,20.8,2007
GSW,26,309,11.3,20.1,2007
BOS,69,2319,19.8,22.4,2007
NJN,55,1956,13.8,22.1,2007
NYK,55,1307,8.6,10.3,2007
MEM,59,753,13.2,16.1,2007
DET,8,124,20.6,18.5,2007
TOT,67,1301,9.9,15.8,2007
DAL,40,562,9.3,15.7,2007
ATL,27,739,10.3,15.9,2007
DEN,39,419,6.1,19.5,2007
ATL,57,2359,19.5,28.3,2007
NOK,54,720,14.0,14.8,2007
Tm,G,MP,PER,USG%,2007
PHI,44,336,9.4,17.7,2007
MEM,78,1671,9.6,17.0,2007
CLE,60,1173,10.2,15.9,2007
CLE,4,18,-0.5,14.2,2007
TOT,64,1594,12.3,14.7,2007
MEM,29,561,8.6,15.2,2007
MIA,35,1033,14.3,14.4,2007
TOT,63,1319,10.0,16.9,2007
TOR,39,870,9.9,18.0,2007
POR,24,449,10.3,14.7,2007
PHO,76,1376,10.8,16.5,2007
PHO,18,138,3.2,19.2,2007
ATL,58,666,12.3,12.8,2007
LAC,75,2176,12.9,19.0,2007
MIA,67,1767,13.8,17.9,2007
CHI,33,231,9.5,18.8,2007
NJN,80,2933,19.4,19.4,2007
MEM,48,967,13.0,18.4,2007
UTA,70,2049,14.3,14.4,2007
DEN,79,1488,11.1,17.6,2007
CHA,45,1273,14.3,18.4,2007
LAC,10,41,8.0,22.1,2007
PHI,74,2288,14.2,21.3,2007
NJN,26,848,16.9,23.5,2007
Tm,G,MP,PER,USG%,2007
POR,27,352,8.7,16.8,2007
WAS,11,55,6.6,10.6,2007
NYK,58,1731,20.2,14.9,2007
SEA,60,2348,20.7,24.4,2007
SEA,4,26,-1.2,7.0,2007
LAC,54,1611,13.7,17.4,2007
MEM,10,175,18.3,16.1,2007
HOU,47,383,11.8,21.8,2007
ATL,56,1488,14.1,21.0,2007
MIN,56,473,4.5,7.5,2007
LAC,75,2291,18.6,26.0,2007
POR,81,1703,11.5,17.4,2007
GSW,1,27,-3.7,18.7,2007
NYK,74,2748,15.3,21.5,2007
PHO,80,3010,20.8,19.3,2007
MIL,30,170,5.0,19.1,2007
PHO,3,17,6.7,18.2,2007
CLE,81,1360,15.3,19.8,2007
IND,40,361,6.7,15.9,2007
TOR,31,220,11.6,24.3,2007
Tm,G,MP,PER,USG%,2007
DEN,2,63,5.4,17.9,2007
SAC,80,2818,20.1,23.2,2007
NOK,75,2575,10.8,21.9,2007
WAS,62,492,7.2,18.3,2007
DET,67,943,14.4,18.9,2007
CHA,35,838,19.1,23.5,2007
MIN,37,554,7.2,20.3,2007
MIL,5,12,-20.7,18.8,2007
DET,82,1729,18.1,18.6,2007
PHI,11,41,12.2,19.2,2007
HOU,71,2539,23.2,35.0,2007
CHA,38,702,7.7,15.3,2007
LAL,10,131,7.5,8.6,2007
TOT,48,718,10.2,16.3,2007
GSW,26,379,12.3,17.0,2007
IND,22,339,8.0,15.5,2007
ATL,14,81,13.7,24.3,2007
DAL,12,71,11.6,22.3,2007
UTA,37,373,2.8,18.5,2007
ORL,80,1913,13.8,18.7,2007
TOT,80,2966,16.1,19.2,2007
DEN,23,822,16.6,18.5,2007
PHI,57,2144,15.9,19.4,2007
SAC,63,1783,13.5,16.8,2007
Tm,G,MP,PER,USG%,2007
MEM,70,2740,16.4,21.1,2007
UTA,82,1472,17.6,17.8,2007
HOU,48,1624,26.5,33.5,2007
LAC,78,2841,12.5,18.4,2007
DET,51,773,16.5,18.5,2007
NJN,79,2082,14.8,16.2,2007
NYK,5,44,1.5,11.0,2007
CHA,78,2326,7.9,22.4,2007
MIA,77,1572,16.7,20.8,2007
TOT,68,1852,14.5,17.2,2007
GSW,26,667,14.8,15.2,2007
IND,42,1185,14.3,18.3,2007
DET,69,1477,10.8,18.7,2007
HOU,75,1289,14.4,8.3,2007
NJN,76,1532,14.5,19.3,2007
DEN,75,1658,13.5,12.0,2007
PHO,76,2682,23.8,22.9,2007
ORL,77,2331,13.9,23.0,2007
TOR,80,1676,13.9,13.8,2007
CLE,15,129,14.9,15.6,2007
CHI,53,1406,15.6,23.8,2007
MIL,68,792,9.0,13.4,2007
Tm,G,MP,PER,USG%,2007
HOU,35,191,7.7,13.4,2007
DAL,78,2820,27.6,28.9,2007
GSW,16,119,7.3,17.0,2007
IND,69,2459,18.8,28.1,2007
MIA,40,1135,21.7,29.4,2007
SAS,79,1365,11.9,12.9,2007
LAL,56,2202,16.1,19.8,2007
CHA,67,2329,20.1,19.1,2007
UTA,80,2664,18.1,22.8,2007
PHI,53,919,8.4,12.8,2007
BOS,24,234,4.5,12.5,2007
ORL,41,460,11.4,8.2,2007
POR,67,1532,15.3,21.8,2007
ATL,72,2026,16.8,21.3,2007
TOT,31,231,4.9,14.2,2007
HOU,24,198,5.6,14.5,2007
MEM,7,33,0.9,12.1,2007
NOK,82,1710,13.4,23.1,2007
TOR,73,2437,14.5,15.7,2007
LAL,82,2457,11.6,18.6,2007
SAS,77,2499,21.4,27.4,2007
MIL,81,2508,18.5,22.2,2007
Tm,G,MP,PER,USG%,2007
NOK,64,2353,22.0,23.1,2007
CLE,67,1534,12.1,19.1,2007
MIA,68,1503,9.0,14.4,2007
BOS,72,1576,9.5,12.2,2007
TOR,71,1515,13.2,19.1,2007
SEA,81,1510,11.6,16.7,2007
PHO,11,73,7.7,19.0,2007
BOS,47,1740,21.7,30.7,2007
GSW,72,1937,13.0,17.2,2007
BOS,6,100,11.6,15.8,2007
CLE,24,109,8.5,13.2,2007
MIA,71,1919,12.7,13.1,2007
SAC,3,13,-22.1,20.7,2007
BOS,63,720,14.6,18.1,2007
TOT,37,353,9.6,17.1,2007
IND,7,64,-1.3,17.7,2007
GSW,30,289,12.0,17.0,2007
UTA,3,13,-8.3,23.7,2007
SAC,58,563,10.5,18.3,2007
DET,82,3001,16.0,18.9,2007
POR,43,701,7.4,8.7,2007
MIA,42,408,12.3,19.6,2007
Tm,G,MP,PER,USG%,2007
LAL,55,986,11.0,19.0,2007
PHI,13,179,15.3,17.2,2007
POR,68,2425,22.8,33.1,2007
BOS,2,44,6.7,5.9,2007
BOS,47,710,10.0,20.8,2007
MIL,53,2036,22.3,29.5,2007
ORL,42,622,13.0,18.1,2007
MIN,41,318,6.3,20.8,2007
MIL,27,244,4.8,11.4,2007
GSW,51,1675,15.5,22.3,2007
TOT,6,20,13.8,16.1,2007
ATL,5,19,14.5,16.9,2007
POR,1,1,0.0,0.0,2007
NYK,49,1621,14.3,18.7,2007
SEA,71,2091,13.7,20.0,2007
GSW,20,227,11.4,22.2,2007
MEM,54,969,13.4,14.1,2007
TOT,31,278,7.6,14.7,2007
CHA,21,241,6.3,15.0,2007
NJN,10,37,16.2,12.8,2007
NJN,50,955,5.9,12.9,2007
NYK,64,1356,15.2,22.0,2007
POR,67,862,14.1,17.8,2007
BOS,78,1831,13.1,16.5,2007
Tm,G,MP,PER,USG%,2007
PHO,29,246,13.4,18.3,2007
NYK,65,810,7.7,15.3,2007
LAC,81,1700,10.5,12.2,2007
POR,57,2015,18.0,23.0,2007
WAS,30,271,4.4,6.2,2007
SAC,79,2135,12.7,15.3,2007
DEN,22,125,11.3,10.3,2007
BOS,54,1027,6.6,10.8,2007
POR,11,118,3.9,12.0,2007
CHI,71,868,8.5,17.2,2007
SEA,28,169,8.5,19.5,2007
MIA,8,93,6.3,14.8,2007
NOK,43,534,8.0,14.4,2007
LAC,53,376,11.9,13.7,2007
MIL,67,1523,8.9,10.8,2007
TOR,20,72,13.9,26.2,2007
MIN,82,1537,15.7,18.7,2007
DEN,63,1471,15.6,22.8,2007
TOT,65,1503,13.9,18.9,2007
DEN,11,148,12.4,19.2,2007
PHI,54,1355,14.1,18.8,2007
ATL,72,2647,18.3,24.1,2007
Tm,G,MP,PER,USG%,2007
PHI,8,28,-1.8,18.0,2007
CLE,82,1929,8.6,11.4,2007
HOU,39,563,12.2,17.0,2007
WAS,37,700,13.6,18.3,2007
TOR,7,34,16.4,17.2,2007
HOU,31,272,5.4,20.5,2007
DAL,67,1615,16.8,25.0,2007
WAS,82,2419,12.9,17.6,2007
NOK,13,425,15.8,24.9,2007
MEM,62,1501,12.6,17.3,2007
ATL,61,1034,11.4,22.7,2007
PHO,82,2689,23.1,25.8,2007
CHI,48,385,10.9,23.7,2007
MEM,54,1029,14.2,20.8,2007
BOS,32,900,14.8,25.0,2007
WAS,47,369,10.3,20.8,2007
SAC,12,103,6.3,17.3,2007
BOS,78,1578,8.6,17.8,2007
DAL,81,2846,18.9,21.3,2007
WAS,65,1246,15.6,14.4,2007
Tm,G,MP,PER,USG%,2007
SAC,62,1412,10.2,13.6,2007
PHO,67,1208,11.4,12.1,2007
LAC,76,2054,13.6,20.1,2007
CHI,72,966,14.8,20.9,2007
ATL,6,50,11.6,17.1,2007
IND,72,2243,15.2,23.8,2007
TOT,36,390,8.4,13.2,2007
MEM,23,258,6.5,14.3,2007
HOU,13,132,12.0,11.1,2007
TOR,17,83,12.8,19.1,2007
LAL,72,1087,15.5,15.7,2007
ORL,73,2268,14.2,21.7,2007
POR,75,2144,12.1,13.7,2007
SAS,73,948,10.3,21.3,2007
CLE,81,1932,14.4,13.7,2007
SAS,64,760,10.9,14.7,2007
MIL,39,984,15.8,21.8,2007
NOK,13,103,6.9,10.7,2007
CHA,73,1043,10.9,15.7,2007
LAL,73,935,11.7,15.4,2007
MIA,51,1931,28.9,34.7,2007
LAC,1,1,-40.7,46.2,2007
Tm,G,MP,PER,USG%,2007
GSW,1,7,17.2,17.5,2007
MIA,78,1818,9.6,22.3,2007
CHI,77,2697,14.6,10.6,2007
CHA,72,2640,19.8,22.5,2007
DET,75,2419,15.7,19.6,2007
LAL,60,1982,14.7,16.8,2007
MEM,82,2152,15.9,21.9,2007
SEA,77,2152,13.5,19.4,2007
TOT,61,1821,16.0,21.1,2007
PHI,18,544,13.8,23.4,2007
DET,43,1277,16.9,20.2,2007
POR,82,1759,9.9,16.7,2007
HOU,28,590,8.9,23.7,2007
CLE,35,352,6.6,13.4,2007
NOK,52,1900,18.9,23.8,2007
BOS,69,2219,14.0,19.3,2007
SAS,6,137,12.1,18.2,2007
SEA,82,2586,16.6,19.3,2007
SEA,82,2037,13.1,17.7,2007
SEA,47,534,12.7,16.2,2007
LAC,38,374,9.4,10.0,2007
LAC,2,10,6.6,31.2,2007
Tm,G,MP,PER,USG%,2007
UTA,80,2950,17.1,22.2,2007
TOT,21,121,11.4,23.3,2007
SAS,16,88,14.8,22.7,2007
CHA,5,33,2.4,24.9,2007
MIA,61,1865,15.0,18.2,2007
SAC,26,333,17.3,17.6,2007
PHI,61,688,14.6,20.0,2007
NJN,79,1315,11.5,25.0,2007
ATL,64,2179,12.2,20.0,2007
MIL,68,2472,16.3,24.4,2007
LAL,30,345,10.8,13.2,2007
IND,46,556,9.7,15.5,2007
ATL,81,1514,12.3,15.9,2007
SAC,68,1337,12.7,21.9,2007
DAL,5,43,6.3,17.2,2007
SAC,70,2641,18.5,23.3,2007
NJN,63,1137,8.1,13.4,2007
MIN,19,190,13.8,18.1,2007
MIA,66,1292,12.7,17.1,2007
ATL,67,1035,6.6,10.5,2007
SAC,6,51,5.5,14.7,2008
DET,75,970,10.2,15.2,2008
TOT,26,165,1.8,21.3,2008
DAL,12,77,-4.4,19.8,2008
NJN,14,88,7.1,22.7,2008
MIA,12,177,9.0,23.2,2008
POR,76,2649,18.5,25.3,2008
TOT,73,1096,9.8,16.1,2008
NJN,48,763,10.1,17.9,2008
DAL,25,333,9.1,11.8,2008
BOS,73,2624,16.4,21.6,2008
BOS,75,1373,10.7,19.6,2008
CLE,3,10,-1.0,22.1,2008
UTA,9,39,2.0,22.5,2008
HOU,74,2526,13.2,20.7,2008
PHI,16,64,7.4,14.9,2008
NOH,5,34,6.1,13.3,2008
CHA,28,396,10.0,19.3,2008
DEN,77,2806,21.1,30.2,2008
MIA,24,498,8.8,9.4,2008
WAS,13,425,18.2,31.1,2008
TOT,35,546,16.1,15.6,2008
ORL,11,115,12.7,17.0,2008
LAL,24,431,17.1,15.3,2008
NJN,50,549,8.7,13.7,2008
NOH,65,732,7.7,15.1,2008
Tm,G,MP,PER,USG%,2008
ORL,62,1269,12.8,17.0,2008
DEN,24,352,8.9,16.4,2008
ORL,25,149,10.8,13.4,2008
GSW,81,1732,13.5,17.2,2008
NYK,65,952,11.5,12.5,2008
TOT,36,569,12.6,19.7,2008
PHO,24,310,10.1,19.1,2008
MIA,12,259,15.5,20.4,2008
PHO,82,2421,15.8,22.8,2008
DAL,44,460,11.7,22.3,2008
TOR,78,1861,10.6,22.5,2008
GSW,73,1414,12.9,16.7,2008
LAC,4,25,12.5,12.7,2008
MIA,46,889,9.4,22.0,2008
SAS,31,554,16.7,16.1,2008
DAL,79,1557,15.9,19.8,2008
TOR,15,103,17.6,15.3,2008
HOU,80,2907,11.7,11.7,2008
GSW,33,241,8.2,19.1,2008
MIL,68,1628,10.9,16.6,2008
PHO,75,2646,10.5,14.5,2008
TOT,48,1573,14.5,22.0,2008
SAC,15,473,13.5,23.0,2008
ATL,33,1100,14.9,21.5,2008
Tm,G,MP,PER,USG%,2008
GSW,76,2078,19.2,14.4,2008
DET,78,2522,23.6,23.0,2008
POR,81,2424,12.0,15.3,2008
WAS,82,1675,15.5,19.7,2008
MIA,69,1542,11.4,19.8,2008
ORL,82,2198,10.9,14.4,2008
MIL,78,2720,17.5,20.2,2008
SAS,68,853,12.4,19.6,2008
NJN,70,1773,14.8,15.4,2008
PHI,31,204,7.1,7.8,2008
UTA,81,2827,21.9,26.6,2008
TOR,67,2425,23.8,27.7,2008
SAS,81,2448,7.0,9.9,2008
NOH,53,660,9.9,9.0,2008
CHA,36,577,10.0,19.0,2008
LAC,8,274,18.0,25.5,2008
MIN,79,1803,8.3,15.6,2008
UTA,76,2088,18.4,17.5,2008
TOT,50,475,5.4,13.3,2008
CHA,20,267,1.5,10.3,2008
DET,17,98,10.8,11.6,2008
TOR,13,110,10.2,22.0,2008
HOU,51,608,13.1,21.8,2008
Tm,G,MP,PER,USG%,2008
MEM,33,286,13.5,17.7,2008
CLE,78,1762,11.3,17.8,2008
TOT,38,713,10.1,14.6,2008
LAL,23,509,9.7,14.6,2008
MEM,15,204,11.1,14.8,2008
BOS,18,209,10.2,12.9,2008
TOT,21,240,6.3,30.7,2008
CLE,15,218,8.1,29.2,2008
CHI,6,22,-11.8,45.5,2008
LAL,82,3192,24.2,31.4,2008
MIN,31,520,7.2,13.5,2008
WAS,58,2314,20.7,24.0,2008
NOH,51,875,8.8,15.1,2008
LAL,35,1008,22.6,17.5,2008
TOR,82,2484,20.5,16.8,2008
DEN,79,2758,17.2,13.0,2008
MEM,37,440,7.3,15.9,2008
PHI,70,1039,12.1,20.0,2008
CHA,80,2016,10.7,16.1,2008
DEN,70,1960,12.8,13.8,2008
NJN,76,2959,18.8,25.6,2008
TOT,55,1274,15.4,25.1,2008
LAC,38,975,16.8,25.2,2008
BOS,17,299,11.0,24.9,2008
NOH,79,2783,17.5,14.5,2008
NYK,35,685,11.7,19.2,2008
Tm,G,MP,PER,USG%,2008
ATL,76,2274,17.8,15.8,2008
UTA,70,702,6.1,8.7,2008
TOT,74,1172,3.4,7.4,2008
NJN,43,684,2.0,6.2,2008
MEM,31,488,5.4,9.2,2008
NYK,46,634,5.9,17.5,2008
SEA,78,2223,15.0,16.2,2008
MEM,53,1381,12.6,18.8,2008
TOT,51,629,8.6,20.5,2008
LAL,6,70,1.2,16.9,2008
ORL,45,559,9.5,21.0,2008
MIA,59,1441,7.9,19.8,2008
NYK,80,3190,16.0,24.6,2008
TOT,50,679,11.0,21.8,2008
LAL,22,171,11.0,22.5,2008
MEM,28,508,11.0,21.6,2008
GSW,44,457,13.2,16.0,2008
NYK,59,1530,15.0,23.5,2008
PHI,82,2724,15.6,15.4,2008
DAL,72,1755,15.3,11.2,2008
WAS,71,2161,13.7,13.5,2008
IND,74,1546,11.6,20.6,2008
CHA,38,322,9.8,21.9,2008
GSW,82,3196,19.8,25.6,2008
BOS,69,940,11.3,17.4,2008
LAC,22,194,9.0,18.6,2008
Tm,G,MP,PER,USG%,2008
MIA,82,2963,12.0,20.0,2008
TOR,82,1928,13.6,19.0,2008
CHI,63,2128,17.0,23.6,2008
PHO,82,2308,12.0,16.6,2008
DEN,54,542,8.1,12.8,2008
LAC,6,18,9.9,15.9,2008
LAC,67,1040,12.5,17.2,2008
CLE,5,12,6.6,11.3,2008
IND,66,1356,12.2,16.5,2008
IND,30,305,17.2,24.8,2008
TOT,79,1295,12.5,9.6,2008
DAL,52,894,13.4,9.1,2008
NJN,27,401,10.4,10.8,2008
TOT,53,668,11.3,22.8,2008
TOR,36,424,10.7,22.6,2008
DET,17,244,12.4,23.2,2008
MIN,24,257,7.5,13.3,2008
ORL,72,1334,14.1,19.6,2008
SAC,74,876,9.7,21.3,2008
CHA,73,1384,13.6,14.9,2008
CHI,66,1490,11.1,13.4,2008
SAS,78,2651,24.4,28.2,2008
IND,82,2953,17.3,21.8,2008
TOT,5,21,15.0,8.0,2008
DET,1,3,0.0,0.0,2008
SEA,4,18,17.5,9.3,2008
Tm,G,MP,PER,USG%,2008
SEA,80,2768,15.8,28.1,2008
GSW,81,3071,19.0,21.7,2008
TOT,63,813,6.9,17.0,2008
SAS,41,534,8.5,16.9,2008
SEA,22,279,3.8,17.2,2008
NOH,52,621,9.0,18.5,2008
TOT,75,1720,13.9,16.5,2008
LAL,7,96,13.3,15.9,2008
ORL,68,1624,14.0,16.6,2008
PHI,81,1879,11.0,13.6,2008
LAL,82,1690,15.4,20.2,2008
TOT,26,269,19.6,18.0,2008
DAL,4,9,13.8,25.9,2008
LAC,22,260,19.8,17.7,2008
CHA,79,2972,13.8,20.8,2008
UTA,9,70,4.0,16.5,2008
SAS,82,2204,11.4,18.5,2008
LAL,82,2249,13.8,18.6,2008
TOR,51,1199,20.3,26.8,2008
IND,77,1884,15.7,11.5,2008
MIN,39,1259,12.7,20.4,2008
ORL,82,774,9.9,11.8,2008
LAC,10,163,5.5,17.2,2008
HOU,10,199,9.1,18.6,2008
POR,78,1342,14.8,19.6,2008
MIL,51,534,10.7,18.2,2008
Tm,G,MP,PER,USG%,2008
TOR,7,74,10.4,16.6,2008
SAC,79,2096,15.1,20.7,2008
CHI,4,45,4.4,27.4,2008
BOS,71,2328,25.3,25.5,2008
ORL,31,284,3.2,16.0,2008
TOT,66,2351,21.6,22.1,2008
MEM,39,1433,20.1,22.7,2008
LAL,27,918,24.0,21.2,2008
MEM,81,3000,17.4,25.0,2008
SEA,39,465,10.5,17.9,2008
DAL,53,821,7.0,14.0,2008
CLE,58,1765,11.7,15.1,2008
TOT,14,154,10.9,13.0,2008
NJN,13,149,11.9,12.6,2008
SEA,1,5,-18.9,26.0,2008
SAS,74,2299,24.3,28.7,2008
TOT,56,831,9.8,19.7,2008
UTA,22,279,7.0,19.8,2008
PHI,12,110,6.7,21.5,2008
PHO,22,442,12.3,19.2,2008
MIN,82,2434,15.7,19.5,2008
TOT,69,2122,13.8,20.3,2008
CLE,51,1564,12.5,19.7,2008
CHI,18,558,17.4,21.9,2008
CHI,72,2291,16.4,26.0,2008
ORL,6,41,19.8,22.7,2008
TOR,38,331,10.3,22.2,2008
IND,22,128,21.9,25.4,2008
IND,80,2876,16.7,23.2,2008
Tm,G,MP,PER,USG%,2008
CHI,61,613,13.9,22.0,2008
TOT,30,362,8.7,25.1,2008
MIN,29,358,7.9,24.9,2008
HOU,1,4,76.3,34.3,2008
SEA,80,2253,9.8,19.4,2008
TOT,17,74,7.0,24.3,2008
POR,8,44,5.8,28.5,2008
DEN,9,30,8.8,18.1,2008
PHI,74,1970,12.8,23.9,2008
SAC,7,61,-3.3,13.2,2008
TOT,35,307,8.7,14.5,2008
CHI,22,222,8.5,15.8,2008
SEA,13,85,9.3,11.1,2008
DET,72,2424,18.2,24.5,2008
MIA,16,325,9.0,11.2,2008
UTA,76,1374,14.1,21.5,2008
GSW,81,2190,15.6,21.1,2008
CHA,22,166,5.8,16.6,2008
TOT,64,2022,17.5,22.6,2008
DAL,39,1184,18.0,22.3,2008
NJN,25,838,16.7,23.0,2008
HOU,17,159,17.1,19.7,2008
IND,55,702,8.6,16.7,2008
UTA,57,606,8.0,16.8,2008
MIA,49,1805,12.7,16.7,2008
TOT,63,773,4.2,9.7,2008
DAL,37,463,4.7,9.6,2008
NJN,26,310,3.5,9.8,2008
SAC,71,931,11.6,19.2,2008
HOU,79,1575,11.2,8.5,2008
Tm,G,MP,PER,USG%,2008
DET,82,1287,13.0,21.1,2008
WAS,80,2228,18.3,17.3,2008
HOU,73,1379,13.6,19.3,2008
TOT,45,373,13.2,20.8,2008
CHA,17,174,12.1,19.3,2008
DET,28,199,14.0,22.2,2008
DEN,16,266,11.1,18.1,2008
PHO,70,2222,15.7,18.0,2008
CHI,75,2380,13.1,18.9,2008
CHA,60,532,11.4,13.3,2008
ATL,81,2540,14.7,16.0,2008
SAS,45,583,9.6,12.6,2008
BOS,78,1480,13.0,19.6,2008
ORL,82,3088,22.9,24.2,2008
DAL,76,2757,18.3,25.9,2008
DAL,50,353,4.1,11.5,2008
GSW,9,93,5.2,18.4,2008
TOT,68,2020,11.9,22.2,2008
CLE,40,1210,11.6,22.4,2008
CHI,28,810,12.4,22.0,2008
TOR,70,925,15.7,22.1,2008
DET,24,215,8.8,17.7,2008
DEN,19,120,8.6,15.5,2008
PHI,82,3242,19.0,23.8,2008
Tm,G,MP,PER,USG%,2008
CLE,73,2222,18.7,22.9,2008
TOT,42,326,9.4,13.5,2008
GSW,16,130,6.7,9.0,2008
LAL,26,196,11.2,16.5,2008
DEN,82,3424,20.9,26.7,2008
MIL,75,1437,8.8,15.8,2008
POR,82,2229,13.0,19.3,2008
TOT,72,1389,13.5,20.0,2008
NOH,46,891,12.9,18.2,2008
HOU,26,498,14.6,23.1,2008
MIA,14,228,9.1,20.6,2008
GSW,73,2855,14.9,23.1,2008
MEM,53,547,4.5,11.3,2008
NYK,2,5,45.3,16.9,2008
CLE,75,3027,29.1,33.5,2008
TOT,54,720,8.6,22.1,2008
HOU,33,537,9.6,23.3,2008
NOH,21,183,5.7,18.7,2008
WAS,79,3061,20.3,25.9,2008
MIN,75,2189,12.1,15.0,2008
MIN,82,2919,22.7,27.5,2008
NJN,82,3200,17.4,26.1,2008
NYK,73,1325,7.9,12.7,2008
MIL,66,1647,11.3,18.4,2008
MIA,43,549,8.9,17.6,2008
DET,62,764,17.5,14.1,2008
Tm,G,MP,PER,USG%,2008
TOT,69,1531,11.2,13.5,2008
ATL,42,1121,12.0,13.4,2008
SAC,27,410,8.9,13.8,2008
SAS,5,28,17.3,25.5,2008
ATL,82,3343,17.3,25.6,2008
TOT,8,63,8.2,18.0,2008
PHO,6,53,9.5,13.5,2008
TOR,2,10,1.1,41.9,2008
TOT,47,531,9.9,15.9,2008
DEN,25,222,8.5,17.3,2008
MEM,9,137,12.1,14.7,2008
HOU,4,9,5.9,25.4,2008
MIA,6,143,11.2,14.8,2008
SAS,3,20,3.4,12.0,2008
SAC,25,206,13.5,18.5,2008
CLE,67,1336,11.3,14.0,2008
CLE,56,472,11.1,8.6,2008
DAL,47,922,7.6,10.9,2008
NYK,70,1757,10.9,14.4,2008
POR,58,1276,13.6,14.8,2008
ATL,35,145,6.8,15.6,2008
LAC,56,2083,17.5,21.7,2008
TOR,81,1530,10.8,17.7,2008
LAL,17,71,15.8,22.0,2008
CHI,9,105,9.7,18.2,2008
TOT,80,2906,16.7,17.9,2008
NJN,51,1895,15.7,18.9,2008
DAL,29,1011,18.4,16.1,2008
MEM,11,96,10.3,20.2,2008
UTA,72,2217,17.2,16.1,2008
DEN,79,1889,14.4,18.9,2008
Tm,G,MP,PER,USG%,2008
LAC,74,1674,11.4,12.2,2008
TOT,75,1732,12.8,18.3,2008
PHI,25,657,10.5,18.5,2008
UTA,50,1075,14.2,18.2,2008
NJN,45,812,8.5,20.9,2008
POR,39,291,10.4,12.9,2008
HOU,42,711,21.4,18.8,2008
SAS,2,10,-2.4,19.2,2008
TOT,16,303,11.7,15.6,2008
GSW,1,0,,,2008
MIA,15,303,11.7,15.6,2008
ATL,56,865,7.7,16.5,2008
NYK,81,2356,18.0,15.6,2008
ORL,81,3076,16.7,20.7,2008
MEM,82,2089,14.3,18.6,2008
TOT,50,736,11.9,18.2,2008
ATL,33,564,12.7,18.5,2008
DAL,17,172,9.2,17.3,2008
MIN,20,151,0.2,9.9,2008
LAC,70,2502,19.3,27.6,2008
TOT,31,286,1.4,16.8,2008
NJN,24,259,1.7,15.1,2008
DAL,7,27,-1.9,32.3,2008
SAS,6,23,35.3,37.4,2008
NYK,24,805,13.8,20.3,2008
TOT,63,2315,19.2,18.5,2008
PHO,47,1713,20.0,17.6,2008
MIA,16,602,17.1,20.8,2008
PHO,19,130,16.1,20.4,2008
TOT,26,340,9.8,16.0,2008
CLE,11,156,8.4,15.7,2008
SEA,15,184,10.9,16.2,2008
Tm,G,MP,PER,USG%,2008
TOR,17,141,5.8,15.6,2008
DEN,71,2159,14.7,17.4,2008
SAC,61,2216,21.0,26.2,2008
MIL,59,1702,12.3,16.8,2008
WAS,80,1708,13.8,18.9,2008
DET,82,1768,16.7,17.0,2008
MIN,75,2020,14.6,26.4,2008
DEN,6,33,2.6,7.6,2008
DET,78,2285,14.1,15.3,2008
HOU,66,2440,18.4,30.4,2008
WAS,70,695,6.6,10.4,2008
CHA,54,1410,6.5,11.0,2008
POR,8,28,20.3,20.3,2008
LAL,23,278,7.7,19.6,2008
UTA,60,689,14.2,18.6,2008
MEM,70,1663,11.0,17.5,2008
PHI,82,3016,18.4,22.6,2008
SAC,72,2513,16.8,18.3,2008
MEM,70,2474,16.1,19.8,2008
UTA,82,1702,16.1,18.1,2008
Tm,G,MP,PER,USG%,2008
HOU,55,2044,22.5,27.1,2008
LAC,77,2702,11.5,18.5,2008
TOT,82,1650,15.8,19.5,2008
DET,21,228,13.1,17.2,2008
